Abbreviation,Selected Map,Total_EV,Shift,Shift tooltip,I_Nominee tooltip,blank,D-Check,D_Nominee_prop,Color Bins,Independent spacing,Direction,Spacer,R-Check,D_Percentage,D_DifferencePercentage,D_Difference,D_EV,D_EV_Total,D_Nominee,R_Nominee_prop,D_PopularPercentage,D_Votes,D_Votes_Total,Hex_Column,Hex_Row,I_Percentage,I_EV,I_EV_Total,I_Nominee tooltip ●,I_Nominee tooltip ')',I_Nominee tooltip 'Percentage)',I_Nominee tooltip '(',I_Nominee,I_PopularPercentage,I_Votes,I_Votes_Total,Independent spacing (popular),Info,Last_RD_Difference,Last_Winner,Last_Winner_Percentage,Number of Records,RD_Difference (bin),RD_Difference,R_Percentage,R_DifferencePercentage,R_Difference,R_EV,R_EV_Total,R_Nominee,I_Nominee_prop,R_PopularPercentage,R_Votes,R_Votes_Total,Region,Row,Shift :(l/r),Shift abbreviation,Space,State (red),State (blue),State (yellow),State,State_Winner,Total Votes,Total_Votes_USA,Winner_Percentage,Winning Party,Year
GA,Hex,13,21,% shift to the left,Ross Perot:	,,ü,Bill Clinton,A,,Left,0,,43.5,4,294174,13,370,BILL CLINTON,George Bush,43.0%,1008966,44909326,8,7,13.3,,,● ,),%), (,ROSS PEROT,18.9%,309657,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",20.3,R,59.8,1,-5,-0.600000000,42.9,-16.9,-86079,,168,GEORGE BUSH,Ross Perot,37.4%,995252,39103882,South,6,-20.9,0.5,8,,Georgia,,Georgia,D,2321125,104425014,-43.5,D,1992
WA,Hex,11,10,% shift to the left,Ross Perot:	,,ü,Bill Clinton,B,,Left,0,,43.4,-6.6,59521,11,370,BILL CLINTON,George Bush,43.0%,993037,44909326,1.5,2,23.7,,,● ,),%), (,ROSS PEROT,18.9%,541780,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",-1.5,D,-50,1,-15,-11.4,32.0,-16.5,-172601,,168,GEORGE BUSH,Ross Perot,37.4%,731234,39103882,West,2,-9.9,0.5,1,,Washington,,Washington,D,2288230,104425014,-43.4,D,1992
OR,Hex,7,5,% shift to the left,Ross Perot:	,,ü,Bill Clinton,B,,Left,0,,42.5,-8.8,5108,7,370,BILL CLINTON,George Bush,43.0%,621314,44909326,1.5,4,24.2,,,● ,),%), (,ROSS PEROT,18.9%,354091,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",-4.7,D,-51.3,1,-10,-10,32.5,-14.1,-84369,,168,GEORGE BUSH,Ross Perot,37.4%,475757,39103882,West,3,-5.3,0.5,1,,Oregon,,Oregon,D,1462643,104425014,-42.5,D,1992
HI,Hex,4,2,% shift to the left,Ross Perot:	,,ü,Bill Clinton,B,,Left,0,,48.1,-6.2,-13054,4,370,BILL CLINTON,George Bush,43.0%,179310,44909326,-0.5,5,14.2,,,● ,),%), (,ROSS PEROT,18.9%,53003,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",-9.5,D,-54.3,1,-15,-11.4,36.7,-8.100000000,-21803,,168,GEORGE BUSH,Ross Perot,37.4%,136822,39103882,West,7,-1.9,0.5,1,,Hawaii,,Hawaii,D,372842,104425014,-48.1,D,1992
MT,Hex,3,8,% shift to the left,Ross Perot:	,,ü,Bill Clinton,A,,Left,0,,37.6,-8.6,-14429,3,370,BILL CLINTON,George Bush,43.0%,154507,44909326,2.5,2,26.1,,,● ,),%), (,ROSS PEROT,18.9%,107225,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",5.9,R,52.1,1,-5,-2.5,35.1,-17,-46205,,168,GEORGE BUSH,Ross Perot,37.4%,144207,39103882,West,2,-8.4,0.5,3,,Montana,,Montana,D,410611,104425014,-37.6,D,1992
NV,Hex,4,24,% shift to the left,Ross Perot:	,,ü,Bill Clinton,A,,Left,0,,37.4,-0.5,56410,4,370,BILL CLINTON,George Bush,43.0%,189148,44909326,2.5,4,26.2,,,● ,),%), (,ROSS PEROT,18.9%,132580,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",21,R,58.9,1,-5,-2.7,34.7,-24.2,-30212,,168,GEORGE BUSH,Ross Perot,37.4%,175828,39103882,West,3,-23.7,0.5,2,,Nevada,,Nevada,D,506318,104425014,-37.4,D,1992
CO,Hex,8,12,% shift to the left,Ross Perot:	,,ü,Bill Clinton,A,,Left,0,,40.1,-5.2,8228,8,370,BILL CLINTON,George Bush,43.0%,629681,44909326,3.5,4,23.3,,,● ,),%), (,ROSS PEROT,18.9%,366010,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",7.8,R,53.1,1,-5,-4.2,35.9,-17.2,-165327,,168,GEORGE BUSH,Ross Perot,37.4%,562850,39103882,West,4,-12.0,0.5,3,,Colorado,,Colorado,D,1569180,104425014,-40.1,D,1992
CA,Hex,54,17,% shift to the left,Ross Perot:	,,ü,Bill Clinton,B,,Left,0,,46.0,-1.6,419092,54,370,BILL CLINTON,George Bush,43.0%,5121325,44909326,2,5,20.6,,,● ,),%), (,ROSS PEROT,18.9%,2296006,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",3.5,R,51.1,1,-15,-13.4,32.6,-18.5,-1424343,,168,GEORGE BUSH,Ross Perot,37.4%,3630574,39103882,West,4,-16.9,0.5,1,,California,,California,D,11131721,104425014,-46,D,1992
NM,Hex,5,14,% shift to the left,Ross Perot:	,,ü,Bill Clinton,A,,Left,0,,45.9,-1,17120,5,370,BILL CLINTON,George Bush,43.0%,261617,44909326,3.5,6,16.1,,,● ,),%), (,ROSS PEROT,18.9%,91895,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",5,R,51.9,1,-10,-8.6,37.3,-14.6,-57517,,168,GEORGE BUSH,Ross Perot,37.4%,212824,39103882,West,5,-13.6,0.5,3,,New Mexico,,New Mexico,D,569986,104425014,-45.9,D,1992
ND,Hex,3,1,% shift to the left,Ross Perot:	,,ü,Bill Clinton,G,,Left,0,,32.2,-10.8,-28571,,370,BILL CLINTON,George Bush,43.0%,99168,44909326,3.5,2,23.1,,,● ,),%), (,ROSS PEROT,18.9%,71084,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",13,R,56,1,10,12,44.2,-11.8,-30315,3,168,GEORGE BUSH,Ross Perot,37.4%,136244,39103882,Midwest,2,-1.0,0.5,4,North Dakota,,,North Dakota,R,308133,104425014,44.2,D,1992
SD,Hex,3,3,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,37.1,-9.4,-20672,,370,BILL CLINTON,George Bush,43.0%,124888,44909326,4,3,21.8,,,● ,),%), (,ROSS PEROT,18.9%,73295,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",6.3,R,52.8,1,0,3.6,40.7,-12.1,-28697,3,168,GEORGE BUSH,Ross Perot,37.4%,136718,39103882,Midwest,3,-2.7,0.5,4,South Dakota,,,South Dakota,R,336254,104425014,40.7,D,1992
IN,Hex,12,14,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,36.8,-2.900000000,-12223,,370,BILL CLINTON,George Bush,43.0%,848420,44909326,7,3,19.8,,,● ,),%), (,ROSS PEROT,18.9%,455934,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",20.1,R,59.8,1,5,6.1,42.9,-16.9,-308388,12,168,GEORGE BUSH,Ross Perot,37.4%,989375,39103882,Midwest,3,-14.0,0.5,6,Indiana,,,Indiana,R,2305871,104425014,42.9,D,1992
NE,Hex,5,4,% shift to the left,Ross Perot:	,,ü,Bill Clinton,G,,Left,0,,29.4,-9.8,-42371,,370,BILL CLINTON,George Bush,43.0%,216864,44909326,4.5,4,23.6,,,● ,),%), (,ROSS PEROT,18.9%,174104,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",21,R,60.2,1,15,17.2,46.6,-13.6,-54278,5,168,GEORGE BUSH,Ross Perot,37.4%,343678,39103882,Midwest,4,-3.8,0.5,4,Nebraska,,,Nebraska,R,737546,104425014,46.6,D,1992
KS,Hex,6,8,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,33.7,-8.9,-32202,,370,BILL CLINTON,George Bush,43.0%,390434,44909326,5,5,27.0,,,● ,),%), (,ROSS PEROT,18.9%,312358,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",13.2,R,55.8,1,5,5.2,38.9,-16.9,-104098,6,168,GEORGE BUSH,Ross Perot,37.4%,449951,39103882,Midwest,5,-8.0,0.5,4,Kansas,,,Kansas,R,1157335,104425014,38.9,D,1992
VA,Hex,13,16,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,40.6,1.4,178851,,370,BILL CLINTON,George Bush,43.0%,1038650,44909326,8,5,13.6,,,● ,),%), (,ROSS PEROT,18.9%,348639,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",20.5,R,59.7,1,0,4.4,45.0,-14.7,-158645,13,168,GEORGE BUSH,Ross Perot,37.4%,1150517,39103882,South,4,-16.1,0.5,8,Virginia,,,Virginia,R,2558665,104425014,45,D,1992
NC,Hex,14,16,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,42.7,1,223875,,370,BILL CLINTON,George Bush,43.0%,1114042,44909326,9,5,13.7,,,● ,),%), (,ROSS PEROT,18.9%,357864,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",16.3,R,58,1,0,0.700000000,43.4,-14.6,-102597,14,168,GEORGE BUSH,Ross Perot,37.4%,1134661,39103882,South,5,-15.6,0.5,7,North Carolina,,,North Carolina,R,2611850,104425014,43.4,D,1992
SC,Hex,8,16,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,39.9,2.3,108960,,370,BILL CLINTON,George Bush,43.0%,479514,44909326,8.5,6,11.5,,,● ,),%), (,ROSS PEROT,18.9%,138872,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",23.9,R,61.5,1,5,8.1,48.0,-13.5,-28936,8,168,GEORGE BUSH,Ross Perot,37.4%,577507,39103882,South,5,-15.8,0.5,8,South Carolina,,,South Carolina,R,1202527,104425014,48,D,1992
OK,Hex,8,8,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,34.0,-7.3,-10357,,370,BILL CLINTON,George Bush,43.0%,473066,44909326,4.5,6,23.0,,,● ,),%), (,ROSS PEROT,18.9%,319878,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",16.6,R,57.9,1,5,8.6,42.6,-15.3,-85438,8,168,GEORGE BUSH,Ross Perot,37.4%,592929,39103882,South,6,-8.0,0.5,4,Oklahoma,,,Oklahoma,R,1390359,104425014,42.6,D,1992
MS,Hex,7,12,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,40.8,1.7,36337,,370,BILL CLINTON,George Bush,43.0%,400258,44909326,6.5,6,8.7,,,● ,),%), (,ROSS PEROT,18.9%,85626,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",20.8,R,59.9,1,5,8.900000000,49.7,-10.2,-70097,7,168,GEORGE BUSH,Ross Perot,37.4%,487793,39103882,South,6,-11.9,0.5,6,Mississippi,,,Mississippi,R,981793,104425014,49.7,D,1992
AL,Hex,9,13,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,40.9,1,140574,,370,BILL CLINTON,George Bush,43.0%,690080,44909326,7.5,6,10.8,,,● ,),%), (,ROSS PEROT,18.9%,183109,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",19.3,R,59.2,1,5,6.7,47.6,-11.6,-11293,9,168,GEORGE BUSH,Ross Perot,37.4%,804283,39103882,South,6,-12.6,0.5,7,Alabama,,,Alabama,R,1688060,104425014,47.6,D,1992
TX,Hex,32,9,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,37.1,-6.2,-70933,,370,BILL CLINTON,George Bush,43.0%,2281815,44909326,4,7,22.0,,,● ,),%), (,ROSS PEROT,18.9%,1354781,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",12.7,R,56,1,0,3.5,40.6,-15.4,-540758,32,168,GEORGE BUSH,Ross Perot,37.4%,2496071,39103882,South,7,-9.2,0.5,4,Texas,,,Texas,R,6154018,104425014,40.6,D,1992
FL,Hex,25,21,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,39.0,0.5,415997,,370,BILL CLINTON,George Bush,43.0%,2072698,44909326,8.5,8,19.8,,,● ,),%), (,ROSS PEROT,18.9%,1053067,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",22.4,R,60.9,1,0,1.9,40.9,-20,-445575,25,168,GEORGE BUSH,Ross Perot,37.4%,2173310,39103882,South,7,-20.5,0.5,9,Florida,,,Florida,R,5314392,104425014,40.9,D,1992
AK,Hex,3,14,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,30.3,-6,5710,,370,BILL CLINTON,George Bush,43.0%,78294,44909326,0.5,0,28.4,,,● ,),%), (,ROSS PEROT,18.9%,73481,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",23.3,R,59.6,1,5,9.2,39.5,-20.1,-17251,3,168,GEORGE BUSH,Ross Perot,37.4%,102000,39103882,West,0,-14.1,0.5,0,Alaska,,,Alaska,R,258506,104425014,39.5,D,1992
ID,Hex,4,13,% shift to the left,Ross Perot:	,,ü,Bill Clinton,G,,Left,0,,28.4,-7.6,-10259,,370,BILL CLINTON,George Bush,43.0%,137013,44909326,2,3,27.0,,,● ,),%), (,ROSS PEROT,18.9%,130395,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",26.1,R,62.1,1,10,13.6,42.0,-20.1,-51236,4,168,GEORGE BUSH,Ross Perot,37.4%,202645,39103882,West,2,-12.5,0.5,2,Idaho,,,Idaho,R,482142,104425014,42,D,1992
WY,Hex,3,17,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,34.0,-4,1047,,370,BILL CLINTON,George Bush,43.0%,68160,44909326,3,3,25.6,,,● ,),%), (,ROSS PEROT,18.9%,51263,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",22.5,R,60.5,1,5,5.6,39.6,-20.9,-27520,3,168,GEORGE BUSH,Ross Perot,37.4%,79347,39103882,West,3,-16.9,0.5,3,Wyoming,,,Wyoming,R,200598,104425014,39.6,D,1992
UT,Hex,5,16,% shift to the left,Ross Perot:	,,ü,Bill Clinton,G,,Left,0,,24.7,-7.3,-23914,,370,BILL CLINTON,George Bush,43.0%,183429,44909326,4,5,27.3,,,● ,),%), (,ROSS PEROT,18.9%,203400,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",34.2,R,66.2,1,15,18.7,43.4,-22.8,-105810,5,168,GEORGE BUSH,Ross Perot,37.4%,322632,39103882,West,4,-15.5,0.5,2,Utah,,,Utah,R,743999,104425014,43.4,D,1992
AZ,Hex,8,19,% shift to the left,Ross Perot:	,,ü,Bill Clinton,F,,Left,0,,36.5,-2.2,89021,,370,BILL CLINTON,George Bush,43.0%,543050,44909326,3,5,23.8,,,● ,),%), (,ROSS PEROT,18.9%,353741,19741657,               ,"The United States presidential election of 1992 had three major candidates: Incumbent Republican President George H. W. Bush; Democrat Arkansas Governor Bill Clinton, and independent Texas businessman Ross Perot. Bush had alienated much of his conservative base by breaking his 1988 campaign pledge against raising taxes, the economy was in a recession, and Bush's perceived greatest strength, foreign policy, was regarded as much less important following the collapse of the Soviet Union and the relatively peaceful climate in the Middle East after the defeat of Iraq in the Gulf War.",21.3,R,60,1,0,2,38.5,-21.5,-130455,8,168,GEORGE BUSH,Ross Perot,37.4%,572086,39103882,West,5,-19.3,0.5,2,Arizona,,,Arizona,R,1486975,104425014,38.5,D,1992
